"","GSM1052615","GSM1052616","GSM1052617","GSM1052618","GSM1052619","GSM1052620"
"CD177",7.84991,8.14745,7.95007,7.79297,8.11047,7.92115
"TEX101",5.85649,6.1141,5.82111,5.71924,5.67586,5.76726
"ZNF575",7.82575,8.08558,7.80501,7.95445,7.84612,7.9292
"PINLYP",6.77976,6.58299,6.7157,6.53518,6.58926,6.57997
"ZNF576",8.33122,8.3499,8.18415,8.07594,7.98595,8.2202
"IRGC",6.15004,6.2168,6.09069,5.98005,5.85443,6.25445
"ZNF283",7.8771,7.39207,7.80596,7.97934,8.00266,8.24493
"ZNF221",7.48415,7.4097,7.60525,7.67613,7.65971,7.74762
"ZNF155",7.79415,7.58745,7.91775,8.11919,8.08199,8.21438
"ZNF230",7.24145,7.00508,7.2686,7.27106,7.38742,7.3281
"ZNF222",7.51289,7.29706,7.46802,7.52362,7.57109,7.56419
"ZNF223",8.22769,8.08583,8.26968,8.79608,8.76559,8.8237
"ZNF284",9.31862,9.08361,9.50297,9.59351,9.58676,9.45568
"ZNF224",8.05297,7.81341,8.14206,8.32161,8.56324,8.43801
"ZNF225",7.93907,7.84969,7.81314,8.144,8.20907,8.16632
"ZNF234",9.57887,9.45625,9.57517,9.61725,9.62613,9.59118
"ZNF226",7.79586,7.54585,7.7415,8.32125,8.4881,8.45373
"ZNF227",9.31973,9.13677,9.38608,9.6869,9.68398,9.61831
"ZNF233",6.78392,6.5137,6.80183,7.59739,7.53806,7.38704
"PVR",10.5655,10.5357,10.5237,9.67851,9.63389,9.70025
"CEACAM19",7.08161,7.23667,7.0256,6.93778,7.0843,7.04324
"CEACAM16",7.61048,7.72862,7.39585,7.33248,7.50122,7.44998
"BCL3",9.64827,9.82082,9.69902,9.7442,9.6387,9.91845
"CBLC",6.87156,7.25328,6.96576,6.96563,6.8088,6.75139
"BCAM",8.13232,8.10779,7.92287,8.71058,8.48268,8.51375
"NECTIN2",9.19155,9.13581,9.18214,9.25594,9.18281,9.17664
"TOMM40",10.2984,10.1761,10.2262,9.15658,9.11045,8.99138
"APOE",7.71527,7.96559,7.80745,7.80895,7.69564,7.88673
"APOC1",7.72799,7.55622,7.4974,7.74941,7.67295,7.85162
"CLPTM1",11.5702,11.5611,11.5263,11.5566,11.5012,11.5746
"RELB",8.53574,8.38418,8.36447,7.92099,7.7791,8.16152
"CLASRP",8.83652,8.87905,8.87255,8.56268,8.51589,8.74241
"GEMIN7",9.0905,8.89219,9.05607,8.75589,8.75782,8.65289
"PPP1R37",9.01189,9.0769,8.95778,9.1718,9.079,9.20733
"BLOC1S3",9.40702,9.48639,9.42107,9.49616,9.46611,9.5915
"MARK4",9.46814,9.43515,9.50131,9.76523,9.71578,9.80286
"KLC3",7.81796,7.86514,7.76816,7.834,7.64886,7.80989
"POLR1G",9.23985,9.1452,9.23996,8.71935,8.54243,8.51024
"FOSB",7.79392,8.13274,7.84459,7.40217,7.38453,7.50407
"PPM1N",7.58917,7.54077,7.48069,8.46826,8.511,8.6477
"VASP",9.9544,9.9872,9.79325,9.63778,9.56885,9.78599
"GIPR",7.92263,8.07699,7.82066,8.10299,8.13986,8.05385
"QPCTL",9.98693,10.0158,9.92298,9.45419,9.51352,9.54819
"FOXA3",7.26487,7.26959,7.22832,6.94431,6.90889,7.11537
"CCDC61",8.21151,8.35517,8.16102,8.18985,7.88013,8.15553
"IGFL2",6.42555,6.98084,6.67483,6.42318,6.4214,6.80165
"IGFL1",7.19433,7.38725,7.2986,7.34461,7.28698,7.29994
"HIF3A",7.45051,7.52018,7.28085,7.36425,7.2437,7.34135
"PPP5C",10.2515,10.0804,10.2388,9.75911,9.53466,9.71984
"CALM3",11.6051,11.451,11.5201,11.4742,11.3512,11.5109
"FKRP",8.14467,8.32539,8.1315,8.18599,8.04387,8.24669
"ARHGAP35",10.2951,10.2264,10.282,10.5988,10.514,10.6564
"NPAS1",7.40055,7.49951,7.24913,7.17477,7.14987,7.32188
"SAE1",12.0158,11.9434,12.0566,11.7204,11.7227,11.6816
"CCDC9",8.61285,8.62814,8.6376,8.24032,8.13556,8.32151
"C5AR1",6.94147,7.06888,6.85678,7.38241,7.42338,7.43074
"C5AR2",6.74814,6.91644,6.88202,6.52107,6.66286,6.79843
"DHX34",9.39154,9.43369,9.38454,8.82423,8.57668,8.82051
"BICRA",8.29246,8.35425,8.23171,8.17306,7.98166,8.28414
"EHD2",10.3829,10.5024,10.3567,10.9539,10.815,10.9316
"NOP53",10.8446,10.7362,10.7143,11.2515,11.1833,11.116
"SELENOW",10.2606,10.1821,10.1185,10.5891,10.7098,10.7043
"CRX",6.07929,6.12566,5.93562,6.1671,5.8598,6.07356
"ELSPBP1",5.44414,5.50554,5.33567,5.55956,5.40647,5.78144
"ZSWIM9",8.22929,8.32259,8.215,8.08632,7.90776,8.10366
"ZNF114",5.68591,6.22956,6.11717,6.29095,6.19177,6.24443
"EMP3",12.1173,12.0796,11.9875,12.1746,12.175,12.3819
"SYNGR4",8.26391,8.36106,8.21742,8.56256,8.33515,8.97374
"GRIN2D",7.86789,8.00578,7.88417,7.71819,7.52905,7.7708
"GRWD1",10.6102,10.5954,10.574,9.74804,9.69605,9.50431
"KCNJ14",7.19917,7.35322,7.14322,7.0962,6.70023,7.15328
"CYTH2",11.0235,10.9724,10.9522,11.4072,11.3449,11.423
"SULT2B1",7.66876,7.74121,7.53256,7.65715,7.62687,7.7558
"SPACA4",6.05662,6.28755,5.93868,5.863,5.73056,6.07107
"SPHK2",9.07408,9.11982,9.03773,9.28198,9.08443,9.28804
"SEC1P",7.22857,7.42337,7.14286,7.25742,7.26323,7.36425
"FUT2",5.88492,6.12653,5.97463,5.75337,5.79551,5.8427
"FGF21",6.31038,6.4137,6.38184,6.18007,5.98857,6.52557
"RUVBL2",11.0861,11.0483,10.8688,10.4862,10.2693,10.3901
"PPP1R15A",9.93741,9.87578,9.86266,9.99382,9.99173,9.97906
"NUCB1",11.3287,11.383,11.3413,11.927,11.8944,11.8828
"DHDH",7.31176,7.40248,7.35143,7.37114,7.31672,7.45886
"BAX",10.831,10.8982,10.8463,10.8198,10.7135,10.9791
"FTL",11.9909,11.9829,12.1252,12.4642,12.4994,12.6105
"SNRNP70",10.3988,10.3613,10.3474,10.0452,9.90194,10.0029
"LIN7B",8.04873,8.04718,7.97202,7.99832,8.05761,8.18222
"PPFIA3",7.43577,7.36929,7.39158,7.57079,7.52719,7.77101
"TRPM4",8.19024,8.20002,8.03387,8.25709,8.42322,8.39769
"CD37",6.9657,7.09127,6.93172,6.85403,6.7897,6.98088
"DKKL1",6.48454,6.7934,6.77276,7.12205,7.20208,7.2692
"KASH5",7.71572,7.62885,7.58193,7.48074,7.46084,7.72874
"ALDH16A1",9.32432,9.2162,9.24032,9.12653,8.93888,9.07047
"FLT3LG",9.09256,9.26046,9.15047,9.59096,9.53224,9.88799
"RPS11",13.5302,13.5242,13.5169,13.5814,13.5514,13.6018
"FCGRT",8.25745,8.61494,8.49917,8.41548,8.39561,8.50712
"RCN3",8.3419,8.31348,8.36266,8.55051,8.39447,8.61536
"PRRG2",6.60388,6.64598,6.64009,6.65083,6.363,6.74445
"PRR12",9.71413,9.70609,9.67459,9.54063,9.46417,9.67942
"SCAF1",9.22262,9.29004,9.2135,9.14266,8.98204,9.2848
"BCL2L12",8.4898,8.36165,8.39512,7.99497,7.83923,7.98993
"PRMT1",11.8738,11.8147,11.7186,11.2592,11.1427,11.3591
"CPT1C",7.15032,7.44995,7.1397,7.02474,6.95981,7.16769
"AP2A1",10.8928,10.9004,10.8815,11.1631,11.0968,11.2801
"MED25",9.81727,9.80659,9.76549,9.84539,9.76131,9.935
"PTOV1",9.96859,9.99885,9.94062,10.3642,10.2792,10.4754
"TBC1D17",8.72246,8.78611,8.70047,9.30858,9.23424,9.23666
"SIGLEC16",6.86618,7.10801,6.67949,6.43543,6.73562,6.52455
"ZNF473",9.97116,9.82321,9.98302,8.88966,8.69499,8.602
"LOC400710",6.59489,6.78442,6.50537,6.31822,6.25693,6.48581
"MYH14",8.56413,8.58128,8.53137,8.84322,8.76077,8.84199
"NR1H2",10.0821,9.83665,9.8929,9.91368,9.79672,9.99858
"POLD1",9.35031,9.24843,9.3142,8.56907,8.31819,8.47646
"SPIB",7.02323,7.15184,7.07422,6.8926,6.82778,6.83355
"MYBPC2",6.64464,6.63625,6.5554,6.39392,6.30419,6.42495
"EMC10",9.30142,9.21589,9.25833,9.44486,9.35524,9.46169
"CLEC11A",7.87029,8.06684,7.84898,8.01308,7.83351,7.8757
"GPR32P1",3.61002,4.41578,4.38712,4.13526,4.33785,3.94828
"GPR32",5.70438,5.92801,5.71365,5.56722,5.65895,5.649
"ACP4",7.86544,7.96001,7.85378,7.72221,7.71995,7.75122
"LINC01869",7.29138,7.27275,7.01837,7.03895,6.95862,7.09489
"KLK3",6.69717,6.87238,6.69629,6.53476,6.74142,6.42642
"KLK2",7.09242,7.26282,7.00153,6.68569,6.8623,6.91531
"SIGLEC9",6.90345,7.07456,6.84929,6.62703,7.24383,6.97912
"SIGLEC7",6.57355,6.72658,6.55102,6.63115,6.58644,6.63948
"SIGLEC17P",5.91592,6.03622,6.06996,5.9234,6.01856,5.98771
"CD33",8.41547,8.49747,8.33694,8.65072,8.66469,8.65288
"SIGLECL1",6.1001,6.29986,6.27626,5.97163,6.09031,6.25489
"IGLON5",6.84154,7.12869,6.89498,6.49384,6.22044,6.62378
"ZNF175",8.33215,8.11483,8.38399,8.45747,8.49471,8.30548
"MIR99B",7.85344,7.99277,7.86752,7.84572,7.81444,7.84946
"MIRLET7E",6.07873,6.04249,6.105,6.12583,5.98197,6.33301
"MIR125A",6.33951,6.57761,6.49399,6.28497,6.10026,6.41547
"SPACA6",7.89897,7.96127,7.84319,8.21921,8.24985,8.28538
"FPR2",5.17608,5.41395,5.26452,5.18931,5.1672,5.38368
"FPR3",5.85515,5.84512,5.70469,5.58955,5.81085,5.99805
"ZNF613",8.242,7.87997,8.26372,8.28779,8.29777,8.17277
"PPP2R1A",11.9967,11.8659,11.9275,12.0505,11.9595,11.8852
"ZNF766",8.77036,8.55792,8.74759,8.74859,8.76873,8.87059
"ZNF480",10.631,10.517,10.7131,10.5819,10.5995,10.4273
"ZNF610",5.78168,5.71095,5.78462,6.68095,6.4661,6.31256
"ZNF880",7.52159,7.2173,7.65008,7.95028,7.88886,7.87887
"ZNF528",7.72527,7.57116,7.97611,9.02637,9.00842,8.97767
"ZNF534",5.90026,6.07185,5.82084,6.03102,5.71223,5.81066
"ZNF578",3.8888,3.81245,3.96247,4.17807,4.38692,4.39933
"ZNF808",9.44839,9.30084,9.55397,9.86239,9.76687,9.62723
"ZNF701",7.46623,6.77133,7.29578,7.76847,7.55645,7.67265
"ZNF137P",6.06775,5.69998,5.91071,6.5404,6.33305,5.90889
"ERVFRD-2",5.53594,5.675,5.59237,5.49325,5.73682,5.71883
"ZNF818P",5.28822,5.33249,5.28655,5.36382,5.7191,5.3003
"VN1R2",6.07329,6.35647,6.28003,6.06534,6.06176,6.10093
"FAM90A27P",7.51196,7.6779,7.58743,7.27548,7.21449,7.31868
"ZNF845",8.85609,8.46215,8.70907,8.84557,8.94503,8.75113
"TPM3P9",12.0347,12.0367,12.1108,11.8027,11.7874,11.7742
"ZNF761",7.91397,7.63762,7.86192,7.98985,8.1739,7.97999
"ZNF813",7.06061,6.92764,7.01675,7.21308,7.2275,7.01543
"ZNF331",8.46103,8.41191,8.38167,7.85302,7.7474,7.93053
"DPRX",6.69174,6.77499,6.91358,6.69826,6.79369,6.77966
"MIR516B2",4.20391,4.23181,4.21374,4.0392,3.96784,3.8937
"MIR516B1",4.09644,4.35917,4.13969,3.94769,3.97696,4.08642
"MYADM",12.0766,12.1051,11.9825,12.1496,11.9931,12.0892
"PRKCG",6.54047,6.86292,6.72175,6.59314,6.56575,6.67859
"CACNG7",7.55149,7.68559,7.52057,7.80962,7.70803,7.8275
"CACNG6",8.10894,8.20527,8.02855,8.46457,8.30293,8.50357
"NDUFA3",10.8913,10.6637,10.7154,11.2982,11.1457,11.684
"PRPF31",10.2997,10.3535,10.3413,10.0908,10.0128,10.0786
"CNOT3",10.0502,10.0517,10.0026,9.75194,9.60744,9.9045
"TSEN34",9.57964,9.37025,9.46847,9.27103,9.09419,9.23824
"TTYH1",8.0647,8.1628,8.03741,8.33344,8.34369,8.34721
"LENG8",10.1481,10.2674,10.1749,10.5136,10.6472,10.6282
"LAIR2",7.22207,7.61973,7.42373,7.32941,7.10995,7.26029
"KIR3DX1",5.99146,5.78388,5.7765,5.84147,5.62981,5.96009
"LILRA2",5.82629,5.9079,5.83883,5.51303,5.23657,5.90218
"LILRA1",6.72103,6.815,6.72555,6.67882,6.47107,6.85363
"LILRB1",7.07827,7.30121,6.99286,6.99927,6.94331,6.78407
"LILRB4",6.77055,7.10013,6.80456,6.66779,6.71074,6.62587
"LILRP2",7.24385,7.23558,7.23455,7.12742,7.15952,6.99353
"FCAR",6.51948,6.45057,6.47259,6.16011,6.2805,6.41198
"NCR1",6.75353,6.93012,6.91934,6.69065,6.86387,7.04089
"NLRP2",6.81044,6.76314,6.85495,7.01891,7.26162,6.92505
"EPS8L1",6.98429,7.2913,7.06127,6.98798,6.82541,7.06999
"BRSK1",8.51136,8.39881,8.33052,8.56752,8.49395,8.77236
"KMT5C",8.87202,8.89899,8.81429,8.85904,8.59233,8.88657
"TMEM190",7.97725,8.04044,7.95819,7.69687,7.83493,8.06922
"RPL28",12.129,12.0333,12.074,12.4795,12.3173,12.4365
"ZNF628",8.38385,8.47905,8.30475,8.17043,8.15442,8.2712
"NAT14",9.3999,9.34456,9.30541,10.1517,10.044,10.0122
"SSC5D",7.79966,8.05355,7.78005,7.97415,8.01096,8.07036
"ZNF524",8.32592,8.46719,8.3243,8.44228,8.32311,8.75501
"ZNF865",8.92038,9.12518,8.9087,8.94272,8.67807,8.8441
"ZNF581",8.72132,8.44461,8.71243,9.45709,9.06622,9.40333
"CCDC106",8.85342,8.84664,8.84089,9.39615,9.2724,9.43422
"U2AF2",11.7474,11.6923,11.7195,11.4069,11.3873,11.301
"EPN1",10.2397,10.2089,10.1888,10.3782,10.1906,10.4467
"NLRP4",5.53889,5.78507,5.52343,5.58649,5.72228,5.66801
"NLRP8",5.90742,6.00809,5.84998,5.95192,5.6612,5.96429
"NLRP5",6.19764,6.50837,6.31828,6.17014,6.07743,6.37068
"ZNF444",8.655,8.76866,8.65925,8.62534,8.48833,8.66886
"GALP",6.48092,6.46398,6.46535,6.51746,6.21396,6.43181
"ZNF583",8.58277,8.33761,8.31023,8.63342,8.60221,8.34465
"ZNF667-AS1",5.19296,5.59171,5.26249,5.84078,4.90195,5.85649
"ZNF471",6.08843,5.97714,6.1766,6.94888,7.02752,7.02211
"ZFP28",8.67292,8.42211,8.72477,9.02037,8.85428,8.8486
"ZNF470",8.38615,7.91044,8.35621,8.47752,8.4966,8.4289
"ZNF71",8.67742,8.57801,8.57319,8.62841,8.56908,8.56525
"USP29",5.17909,5.38097,5.35413,5.09031,5.13699,5.24321
"ZNF264",9.24526,9.10319,9.24114,9.32909,9.43705,9.40919
"AURKC",7.47311,7.54253,7.41572,7.19015,7.34974,7.20115
"ZNF805",8.54627,8.32835,8.35798,8.59229,8.59483,8.33353
"ZNF460",10.6223,10.6005,10.6414,10.6237,10.7292,10.5367
"ZNF543",8.70462,8.50053,8.72986,8.81844,8.79333,8.67217
"ZNF304",8.37458,8.21492,8.23813,8.47981,8.36217,8.20837
"ZNF548",9.1778,9.06907,9.19072,9.41861,9.32769,9.25257
"ZNF17",8.20803,8.02339,8.30785,8.32534,8.28929,8.18808
"ZNF749",8.19253,8.15644,8.47045,7.47296,7.58385,7.49162
"ZNF419",8.12809,8.0133,8.01895,8.34057,8.35307,8.14272
"ZNF773",9.45622,9.44177,9.37193,9.46677,9.48724,9.49419
"ZNF549",8.48805,8.40005,8.55027,8.48614,8.51919,8.27056
"ZIK1",8.84829,8.72104,8.85277,8.42178,8.14135,8.07488
"ZNF530",8.00744,7.70774,7.9231,7.02871,6.96442,7.21773
"ZNF211",8.09234,7.80608,8.06443,8.64932,8.44285,8.28697
"ZSCAN4",5.07312,5.00158,5.09953,5.21025,4.99137,5.14479
"ZNF551",8.8386,8.72915,8.92968,8.00809,7.80227,7.71662
"ZNF776",9.27623,9.03034,9.20315,9.57001,9.57892,9.53333
"ZNF586",8.93956,8.98283,8.99691,8.96003,9.13002,8.90083
"ZNF587B",10.6312,10.5448,10.5934,10.1202,10.4029,10.0915
"LOC100128398",7.00058,7.10894,7.11298,7.37122,7.33186,7.26593
"ZSCAN1",7.84591,8.09058,7.96581,7.86009,7.70366,7.81064
"ZNF135",7.68407,7.80036,7.64912,8.08656,8.11627,8.09795
"ZNF274",9.05167,8.86463,8.96966,8.87043,8.78632,8.80037
"ZNF544",9.41005,9.41585,9.4664,9.00025,8.90675,8.90566
"ERVK3-1",11.6072,11.4995,11.6306,11.1473,11.1198,11.3586
"ZSCAN22",8.54896,8.54102,8.60034,8.59988,8.4215,8.30788
"TRIM28",12.3437,12.2871,12.3476,12.0809,11.9223,12.0144
"RPS5",12.9298,12.8606,12.8128,13.1289,13.0312,13.203
"ZNF584",9.01717,8.95149,9.07366,8.86227,8.78996,8.8406
"ZNF324B",9.07288,9.14999,9.13103,8.97279,8.93343,8.96073
"ZNF324",8.92041,8.65998,8.811,8.71318,8.7029,8.69999
"ZNF446",8.36586,8.26246,8.22003,8.5698,8.32323,8.70438
"CENPBD2P",9.29331,9.12469,9.1743,9.08373,9.01847,8.87153
"PLPP2",10.7504,10.6729,10.7367,10.5017,10.4006,10.5544
"MIER2",8.95031,8.98287,9.08645,8.30541,8.06955,8.13307
"THEG",7.04998,7.12854,6.99446,6.6755,6.72574,7.08727
"C2CD4C",8.14566,8.24658,8.04236,8.05635,7.82186,8.14614
"SHC2",7.84212,7.7907,7.52823,8.05676,7.87344,7.9977
"ODF3L2",8.07085,8.28524,8.08561,8.10323,7.75138,8.06326
"POLRMT",9.42392,9.18633,9.30247,8.93528,9.04167,9.06074
"RNF126",10.5891,10.6614,10.4803,9.78729,9.75662,9.82481
"PRSS57",8.60147,8.59555,8.37489,8.35242,8.06446,8.41631
"PLPPR3",8.14261,8.34344,8.12821,8.09217,7.89784,8.06358
"MED16",10.0375,10.0929,9.94316,10.1467,10.0529,10.1844
"R3HDM4",9.05495,9.0678,8.99083,9.07477,8.97632,9.08613
"TMEM259",10.9214,10.89,10.8748,10.8622,10.84,10.8751
"POLR2E",11.0866,11.0367,10.9561,10.9203,10.7619,11.0301
"SBNO2",8.93458,8.81239,8.92863,8.7845,8.73089,8.92056
"CBARP",8.69114,8.89176,8.75244,8.66852,8.527,8.65611
"CIRBP-AS1",6.86993,7.04628,6.77255,6.86391,6.51643,6.93987
"GAMT",10.0753,10.0463,9.95635,10.2977,10.266,10.4152
"C19orf25",9.2248,9.24405,9.12063,9.1242,8.89914,9.18356
"PCSK4",8.16132,8.42219,7.97629,8.2294,8.25525,8.38136
"ADAMTSL5",8.23286,8.26123,8.02478,8.705,8.59744,8.64268
"MEX3D",9.0636,9.07023,8.92511,8.69863,8.49462,8.75205
"MBD3",9.14137,9.15106,9.09064,8.89451,8.87966,8.84834
"UQCR11",8.92572,8.76438,8.82442,9.07353,9.02833,8.97594
"TCF3",9.4694,9.46796,9.45522,9.10486,8.9762,9.066
"ATP8B3",7.38157,7.59558,7.35267,7.57263,7.54402,7.61675
"REXO1",9.09765,9.1491,9.01906,8.67995,8.5941,8.70966
"KLF16",9.97804,9.90076,9.86666,9.23595,9.23236,9.41161
"CSNK1G2-AS1",7.40755,7.66194,7.33624,7.31199,7.44502,7.56531
"BTBD2",11.0045,11.0753,10.888,11.3324,11.2578,11.2362
"MKNK2",10.0486,9.97121,10.002,10.1989,10.0064,10.1039
"MOB3A",10.1717,10.1052,10.1129,9.90205,9.89199,9.95657
"AP3D1",11.0123,10.9995,10.9683,11.0568,10.9823,11.0434
"PLEKHJ1",9.48001,9.48357,9.30696,9.28506,9.28424,9.2392
"JSRP1",9.04018,9.30604,9.07427,9.01077,8.98969,9.01712
"PEAK3",7.00588,7.3033,7.08953,6.87553,6.85956,7.10117
"LINGO3",7.6619,8.21555,7.58097,7.71435,7.69519,7.72186
"LSM7",9.06317,8.86046,8.87846,8.75179,8.72315,8.77382
"TIMM13",8.6631,8.46313,8.50544,8.1885,8.19194,8.33505
"LMNB2",11.6445,11.6861,11.7717,10.8637,10.6334,10.5101
"GNG7",8.10171,8.08458,8.08905,8.50015,8.37389,8.45157
"DIRAS1",8.70743,8.8329,8.53149,8.79009,8.67759,8.73558
"SLC39A3",8.59429,8.3628,8.38048,8.07918,7.97537,8.12052
"SGTA",10.86,10.8753,10.7466,10.39,10.1765,10.3692
"ZNF77",7.16125,6.98261,7.15754,6.95339,6.99192,7.01586
"TLE2",7.93203,8.00507,7.86516,7.86039,7.84491,7.74371
"TLE5",11.1971,11.1107,11.0717,11.4857,11.2541,11.5229
"SMIM24",7.90669,7.93348,8.06933,7.6346,7.76672,7.64907
"DOHH",8.74765,8.82908,8.66859,8.51599,8.37855,8.63633
"RAX2",7.83468,8.05694,7.79656,7.73748,7.56689,7.7679
"MFSD12",10.4819,10.3551,10.3872,10.6907,10.6087,10.7338
"TBXA2R",8.22253,8.18741,8.14561,8.42476,8.07513,8.46005
"CACTIN",8.7136,8.75166,8.73997,8.77234,8.47419,8.69349
"PIP5K1C",9.76688,9.761,9.70224,9.96859,9.78032,9.94186
"APBA3",7.79619,7.77305,7.66675,7.66172,7.60983,7.79649
"MATK",7.13754,7.32817,7.09623,7.2582,7.07439,7.10477
"ZFR2",7.6733,7.77508,7.62587,7.23936,7.32663,7.56666
"DAPK3",9.18757,9.07954,9.12393,9.28916,9.27755,9.48558
"EEF2",13.182,13.1935,13.2179,13.5165,13.5251,13.4291
"SNORD37",6.16799,6.01307,5.90989,6.05998,5.55111,5.52238
"ZBTB7A",9.75055,9.89567,9.79566,9.77274,9.67263,9.74868
"MAP2K2",10.582,10.496,10.3594,10.7825,10.6675,10.7196
"SIRT6",9.25233,9.27548,9.13517,9.18953,9.08529,9.3449
"TMIGD2",6.86611,7.03001,6.80727,6.76899,6.74223,6.78769
"STAP2",7.28984,7.35405,7.2129,7.89879,7.7351,7.91688
"SH3GL1",11.2863,11.1657,11.1972,10.8362,10.5954,10.6861
"UBXN6",9.91625,9.90827,9.78387,10.3206,10.326,10.4916
"PLIN4",7.62676,7.68454,7.54056,7.46459,7.31396,7.4247
"LRG1",6.98382,7.07891,6.95844,6.9972,6.77353,7.12753
"SEMA6B",8.93155,9.02892,8.94198,9.2271,8.92448,9.2148
"MYDGF",10.497,10.4799,10.4017,10.0803,9.91707,10.1332
"DPP9",10.4101,10.3413,10.3601,9.97254,9.89007,9.84221
"TICAM1",8.99448,9.13454,9.04414,8.64339,8.84033,9.04624
"PLIN3",10.2578,10.1263,10.1832,10.3211,10.1817,10.1363
"PTPRS",10.7166,10.7988,10.7323,11.0814,11.0958,11.0977
"TINCR",6.4065,6.72781,6.6212,7.11096,6.96854,6.87742
"SAFB2",10.2719,10.1036,10.2548,9.87385,9.83655,9.93753
"MICOS13",9.16852,9.08006,9.04701,9.07558,8.9848,9.22776
"LONP1",9.39159,9.42107,9.38578,9.26578,9.05123,9.19125
"PRR22",7.86603,7.92496,7.80401,7.79137,7.69216,7.87543
"DUS3L",9.84698,9.66992,9.72782,9.16782,8.98764,9.2207
"FUT6",6.90498,7.01268,6.77556,7.00748,6.7647,6.844
"FUT3",6.47805,6.8012,6.62586,6.5226,6.68177,6.61731
"FUT5",7.18047,7.48207,7.12358,6.99519,6.68264,7.21073
"NDUFA11",9.51885,9.33823,9.42136,9.65135,9.56509,9.88452
"RANBP3",11.0805,11.1547,11.0581,10.8594,10.8204,10.9223
"RFX2",8.03083,8.01751,8.07141,7.89632,7.92937,8.01786
"MLLT1",10.8036,10.7811,10.7588,10.5799,10.5108,10.723
"GTF2F1",10.9161,10.8687,10.8556,10.9066,10.853,10.8917
"ACER1",6.83522,7.1973,6.82949,6.45708,6.82121,6.79454
"PSPN",7.80596,8.00382,8.01961,7.7977,7.77893,7.94909
"KHSRP",11.9133,11.8067,11.8205,11.3295,11.1925,11.2628
"SLC25A41",6.90627,6.88077,6.82413,6.64522,6.69508,6.98613
"SLC25A23",8.35243,8.21589,8.24169,9.13855,9.01534,8.78477
"DENND1C",6.9271,7.10629,6.79579,6.53201,6.65568,6.7297
"TUBB4A",8.90626,8.70629,8.72452,9.71568,9.72932,9.58147
"CD70",10.0954,9.97315,9.99303,10.0443,10.052,10.066
"TNFSF14",7.5486,7.87035,7.57939,7.36728,7.31678,7.52805
"C3",8.12003,8.19868,8.00852,9.56515,9.47816,9.51705
"GPR108",10.7671,10.727,10.715,11.3197,11.2713,11.4199
"SH2D3A",7.24906,7.455,7.22172,7.05591,7.00548,7.00317
"ADGRE4P",6.39474,6.58176,6.38038,6.0152,6.24086,6.3166
"INSR",8.46423,8.30896,8.35039,8.5274,8.41726,8.29282
"PEX11G",8.37552,8.53265,8.34062,8.52952,8.36558,8.57522
"XAB2",10.7078,10.7205,10.6915,10.5738,10.4635,10.32
"PCP2",8.35183,8.35373,8.23227,8.11125,8.02666,8.16558
"FCER2",6.68185,6.49775,6.69697,6.52567,6.52939,6.44247
"CLEC4G",7.68128,7.70239,7.72699,7.48667,7.37761,7.52501
"PRR36",8.67716,8.88476,8.51355,8.61962,8.53673,8.6914
"CTXN1",8.58308,8.72946,8.48217,8.73225,8.542,8.77946
"TIMM44",10.6061,10.4571,10.4518,10.3662,10.3167,10.369
"ELAVL1",10.3773,10.3296,10.3871,10.0315,9.96443,9.93522
"FBN3",7.08352,7.3479,7.0824,6.98737,6.99577,7.13339
"CD320",10.3991,10.2062,10.2673,9.80852,9.54212,9.69407
"NDUFA7",11.1813,11.1411,11.0249,11.1338,11.0872,11.3606
"KANK3",7.65507,7.72619,7.52294,7.45971,7.51006,7.51492
"PRAM1",7.39736,7.64817,7.50735,7.36064,7.28153,7.33494
"ZNF414",9.62272,9.52116,9.46482,9.54926,9.51455,9.63072
"MYO1F",7.30412,7.28842,7.20787,7.15493,7.11736,7.37826
"ADAMTS10",7.61257,7.70874,7.4656,7.62164,7.491,7.52013
"ACTL9",7.93843,8.36016,7.97566,7.76492,7.7437,8.02798
"ZNF558",8.23633,8.0015,8.13676,8.74566,8.87559,8.60778
"MUC16",6.81247,6.94036,6.88477,6.8155,6.80291,6.9129
"OR7G2",5.32088,5.18733,5.11146,5.01472,5.10301,5.24522
"OR7G1",5.78639,6.083,5.54033,5.99464,5.76002,5.94011
"OR7G3",5.67981,6.22649,6.0644,5.63108,5.69727,5.9773
"OR7D4",7.36989,7.38802,7.31727,7.14644,6.8776,7.08898
"OR7E18P",4.76391,4.6331,4.70653,4.90147,4.80275,4.88615
"OR7E19P",6.70171,6.88454,6.77227,6.47965,6.51191,6.51061
"ZNF699",7.12366,6.97719,7.0323,7.37855,7.09614,6.85234
"ZNF266",9.41606,9.26709,9.43747,9.48229,9.53058,9.32721
"ZNF560",7.95806,7.84359,8.38577,7.82215,7.47467,7.67321
"ZNF426",9.69513,9.51839,9.75226,9.90428,9.66681,9.64388
"ZNF121",11.2239,11.0329,10.9735,10.4775,10.4692,10.2923
"ZNF561",9.73014,9.58861,9.78452,9.75975,9.56597,9.56978
"ZNF562",8.84508,8.60398,8.81386,8.46245,8.62702,8.24346
"ZNF846",4.6508,4.53692,4.63468,6.30642,5.95935,5.71123
"FBXL12",9.46535,9.3574,9.35854,9.90119,9.73697,9.28775
"OLFM2",8.02813,7.93008,7.86328,7.99363,7.82398,7.91914
